question_id,subject,topic,question_text,question_type,cognitive_level,avg_score,std_dev,discrimination_index,difficulty_label
Q2705,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,MCQ,Understand,7.94,1.94,-0.14,Easy
Q2706,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,MCQ,Remember,4.55,1.05,0.4,Medium
Q2707,Physics,Optics,Solve a problem related to Optics in Physics.,Short Answer,Remember,5.28,0.89,0.19,Medium
Q2708,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,MCQ,Understand,6.1,2.23,-0.06,Medium
Q2709,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Numerical,Understand,4.72,2.24,0.09,Medium
Q2710,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,MCQ,Understand,5.92,0.32,0.18,Medium
Q2711,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,MCQ,Analyze,4.88,0.79,-0.18,Medium
Q2712,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Short Answer,Understand,4.78,1.75,-0.15,Medium
Q2713,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Short Answer,Understand,8.38,1.83,0.7,Easy
Q2714,Physics,Optics,Solve a problem related to Optics in Physics.,MCQ,Apply,3.09,1.48,0.61,Hard
Q2715,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Numerical,Remember,3.92,1.91,0.79,Hard
Q2716,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Short Answer,Remember,6.84,1.9,0.83,Medium
Q2717,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Long Answer,Remember,4.31,1.8,0.29,Medium
Q2718,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,MCQ,Remember,5.65,1.16,0.62,Medium
Q2719,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Long Answer,Remember,2.85,0.97,0.45,Hard
Q2720,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Short Answer,Apply,3.83,1.32,0.56,Hard
Q2721,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Short Answer,Understand,6.61,1.13,0.11,Medium
Q2722,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,MCQ,Apply,5.91,1.33,-0.18,Medium
Q2723,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Short Answer,Apply,6.47,0.2,0.15,Medium
Q2724,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,Numerical,Evaluate,5.36,1.02,0.54,Medium
Q2725,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Understand,6.33,2.25,0.45,Medium
Q2726,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,Short Answer,Analyze,4.71,1.05,-0.02,Medium
Q2727,Biology,Ecology,Solve a problem related to Ecology in Biology.,Short Answer,Analyze,4.39,1.13,0.37,Medium
Q2728,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Long Answer,Analyze,7.29,1.55,0.02,Easy
Q2729,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,MCQ,Understand,8.2,1.75,0.42,Easy
Q2730,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Numerical,Apply,4.28,1.06,-0.16,Medium
Q2731,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Numerical,Evaluate,8.15,1.07,-0.15,Easy
Q2732,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,Long Answer,Apply,7.42,1.02,0.66,Easy
Q2733,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,MCQ,Evaluate,9.7,1.29,0.23,Easy
Q2734,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Long Answer,Analyze,5.33,0.94,0.44,Medium
Q2735,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Short Answer,Evaluate,1.86,1.54,0.36,Hard
Q2736,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Long Answer,Remember,6.44,2.15,0.3,Medium
Q2737,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Numerical,Understand,4.01,0.97,0.22,Medium
Q2738,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Analyze,1.89,0.91,0.73,Hard
Q2739,Biology,Evolution,Analyze the principles of Evolution in Biology.,Short Answer,Understand,9.04,0.43,0.05,Easy
Q2740,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Long Answer,Understand,6.44,2.34,0.69,Medium
Q2741,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Numerical,Apply,4.65,1.83,0.59,Medium
Q2742,Physics,Mechanics,Explain the concept of Mechanics in Physics.,Numerical,Apply,4.85,2.06,-0.01,Medium
Q2743,Computer Science,Data Structures,Apply the theory of Data Structures in practical scenarios.,Short Answer,Understand,5.99,1.48,0.19,Medium
Q2744,Mathematics,Linear Algebra,Solve a problem related to Linear Algebra in Mathematics.,MCQ,Apply,3.34,1.62,0.75,Hard
Q2745,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,Numerical,Analyze,4.32,1.13,0.33,Medium
Q2746,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Numerical,Remember,3.0,1.5,0.1,Hard
Q2747,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Numerical,Analyze,7.07,1.1,0.65,Easy
Q2748,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Numerical,Apply,9.6,1.34,0.61,Easy
Q2749,Biology,Ecology,Evaluate the impact of Ecology in Biology.,Long Answer,Apply,5.0,1.77,0.0,Medium
Q2750,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Long Answer,Apply,5.6,2.33,0.66,Medium
Q2751,Mathematics,Probability,Explain the concept of Probability in Mathematics.,MCQ,Evaluate,7.24,2.23,0.56,Easy
Q2752,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Numerical,Remember,3.74,1.94,0.56,Hard
Q2753,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Long Answer,Apply,4.69,2.0,-0.16,Medium
Q2754,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Long Answer,Understand,5.61,1.77,-0.08,Medium
Q2755,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,Long Answer,Remember,9.15,1.48,0.04,Easy
Q2756,Chemistry,Organic,Explain the concept of Organic in Chemistry.,MCQ,Evaluate,4.19,1.09,0.89,Medium
Q2757,Biology,Genetics,Analyze the principles of Genetics in Biology.,Numerical,Analyze,6.67,0.83,0.82,Medium
Q2758,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,Numerical,Understand,7.15,0.89,0.64,Easy
Q2759,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Long Answer,Evaluate,4.57,2.09,-0.01,Medium
Q2760,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Short Answer,Understand,8.72,1.32,0.31,Easy
Q2761,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Remember,6.33,1.51,0.24,Medium
Q2762,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,Short Answer,Apply,2.91,2.16,0.23,Hard
Q2763,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,Long Answer,Remember,6.75,1.58,0.4,Medium
Q2764,Biology,Ecology,Solve a problem related to Ecology in Biology.,Short Answer,Remember,5.54,1.57,0.03,Medium
Q2765,Biology,Ecology,Evaluate the impact of Ecology in Biology.,MCQ,Apply,5.19,1.5,0.08,Medium
Q2766,Physics,Optics,Analyze the principles of Optics in Physics.,Numerical,Remember,5.31,1.51,0.09,Medium
Q2767,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,MCQ,Apply,10.0,1.76,0.82,Easy
Q2768,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Long Answer,Analyze,3.89,2.4,0.82,Hard
Q2769,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Numerical,Analyze,4.74,1.8,-0.06,Medium
Q2770,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Short Answer,Analyze,7.28,2.44,0.67,Easy
Q2771,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Numerical,Evaluate,7.46,2.2,0.89,Easy
Q2772,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Numerical,Analyze,4.0,1.54,0.71,Medium
Q2773,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Numerical,Evaluate,7.62,1.14,0.85,Easy
Q2774,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,MCQ,Evaluate,7.59,2.32,0.31,Easy
Q2775,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Understand,3.19,0.85,0.5,Hard
Q2776,Biology,Genetics,Analyze the principles of Genetics in Biology.,Long Answer,Remember,7.61,2.07,0.02,Easy
Q2777,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,Long Answer,Apply,8.94,1.48,0.32,Easy
Q2778,Biology,Ecology,Solve a problem related to Ecology in Biology.,MCQ,Understand,9.08,1.6,0.53,Easy
Q2779,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Numerical,Remember,7.78,1.4,-0.02,Easy
Q2780,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Numerical,Analyze,7.64,1.04,0.69,Easy
Q2781,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,MCQ,Remember,8.08,0.99,-0.07,Easy
Q2782,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,MCQ,Analyze,8.21,1.35,0.2,Easy
Q2783,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Numerical,Evaluate,6.22,2.8,0.51,Medium
Q2784,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,MCQ,Analyze,8.15,1.61,0.33,Easy
Q2785,Biology,Ecology,Evaluate the impact of Ecology in Biology.,MCQ,Analyze,6.23,1.1,0.17,Medium
Q2786,Chemistry,Organic,Evaluate the impact of Organic in Chemistry.,Numerical,Analyze,6.39,1.4,0.37,Medium
Q2787,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Short Answer,Apply,3.32,1.34,0.8,Hard
Q2788,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Long Answer,Remember,4.9,1.08,0.37,Medium
Q2789,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Short Answer,Remember,4.33,1.16,0.46,Medium
Q2790,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,MCQ,Evaluate,8.84,1.09,0.41,Easy
Q2791,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Long Answer,Remember,9.28,0.54,0.2,Easy
Q2792,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Short Answer,Evaluate,7.44,1.66,0.68,Easy
Q2793,Biology,Ecology,Analyze the principles of Ecology in Biology.,Numerical,Understand,4.84,1.05,0.59,Medium
Q2794,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Long Answer,Analyze,7.95,1.97,-0.09,Easy
Q2795,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,Short Answer,Analyze,7.93,2.08,0.71,Easy
Q2796,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Numerical,Analyze,3.97,1.32,0.41,Hard
Q2797,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Long Answer,Analyze,5.61,1.87,0.73,Medium
Q2798,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Numerical,Analyze,4.0,2.6,0.83,Medium
Q2799,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Numerical,Remember,5.45,1.32,-0.17,Medium
Q2800,Chemistry,Physical,Solve a problem related to Physical in Chemistry.,Long Answer,Apply,2.64,1.25,0.76,Hard
Q2801,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Short Answer,Remember,9.19,2.23,0.39,Easy
Q2802,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,MCQ,Remember,5.76,1.06,0.9,Medium
Q2803,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,MCQ,Apply,4.7,1.34,0.32,Medium
Q2804,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Numerical,Remember,7.57,1.69,0.62,Easy
Q2805,Physics,Optics,Explain the concept of Optics in Physics.,MCQ,Evaluate,4.0,1.07,0.16,Medium
Q2806,Biology,Ecology,Explain the concept of Ecology in Biology.,MCQ,Evaluate,6.17,0.62,0.28,Medium
Q2807,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,MCQ,Understand,10.0,1.57,0.23,Easy
Q2808,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Short Answer,Understand,4.63,1.24,0.18,Medium
Q2809,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Numerical,Understand,7.72,1.91,0.53,Easy
Q2810,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,MCQ,Analyze,6.96,0.78,0.43,Medium
Q2811,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,MCQ,Remember,10.0,1.05,0.34,Easy
Q2812,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Long Answer,Understand,9.42,1.76,-0.08,Easy
Q2813,Biology,Genetics,Explain the concept of Genetics in Biology.,Short Answer,Analyze,4.84,1.7,-0.13,Medium
Q2814,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,Long Answer,Remember,5.82,1.16,0.0,Medium
Q2815,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Understand,8.57,1.47,0.85,Easy
Q2816,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,MCQ,Evaluate,3.17,2.15,0.46,Hard
Q2817,Mathematics,Linear Algebra,Solve a problem related to Linear Algebra in Mathematics.,Numerical,Remember,7.17,1.37,0.76,Easy
Q2818,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,MCQ,Understand,2.21,1.81,0.12,Hard
Q2819,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,Long Answer,Evaluate,2.13,1.23,0.32,Hard
Q2820,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Numerical,Analyze,5.62,1.58,0.74,Medium
Q2821,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,Short Answer,Understand,3.32,1.26,0.21,Hard
Q2822,Biology,Ecology,Evaluate the impact of Ecology in Biology.,MCQ,Apply,4.0,1.24,0.47,Medium
Q2823,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Long Answer,Remember,8.23,1.46,-0.16,Easy
Q2824,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Numerical,Analyze,8.51,1.84,0.64,Easy
Q2825,Computer Science,Data Structures,Apply the theory of Data Structures in practical scenarios.,Short Answer,Evaluate,6.67,1.78,0.82,Medium
Q2826,Biology,Evolution,Evaluate the impact of Evolution in Biology.,Short Answer,Understand,6.08,0.45,-0.18,Medium
Q2827,Physics,Optics,Evaluate the impact of Optics in Physics.,Long Answer,Apply,5.45,1.27,-0.01,Medium
Q2828,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Short Answer,Remember,6.6,1.88,0.54,Medium
Q2829,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,MCQ,Understand,3.49,2.14,0.78,Hard
Q2830,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,MCQ,Understand,7.05,0.63,-0.09,Easy
Q2831,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Long Answer,Remember,6.63,0.76,0.64,Medium
Q2832,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,MCQ,Apply,3.33,1.8,-0.2,Hard
Q2833,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Long Answer,Remember,5.65,2.18,0.79,Medium
Q2834,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Apply,7.38,0.25,0.32,Easy
Q2835,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Long Answer,Analyze,8.99,1.36,0.38,Easy
Q2836,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Long Answer,Evaluate,3.75,1.07,-0.16,Hard
Q2837,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,MCQ,Understand,3.11,1.72,-0.04,Hard
Q2838,Biology,Ecology,Explain the concept of Ecology in Biology.,Numerical,Evaluate,8.63,2.06,0.63,Easy
Q2839,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Short Answer,Evaluate,7.95,1.5,0.83,Easy
Q2840,Chemistry,Physical,Explain the concept of Physical in Chemistry.,MCQ,Understand,7.02,2.08,0.13,Easy
Q2841,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Short Answer,Evaluate,5.46,0.81,-0.14,Medium
Q2842,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Short Answer,Apply,6.12,1.66,0.41,Medium
Q2843,Biology,Evolution,Explain the concept of Evolution in Biology.,Short Answer,Analyze,5.92,2.58,-0.16,Medium
Q2844,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Short Answer,Apply,9.01,1.89,0.26,Easy
Q2845,Mathematics,Probability,Explain the concept of Probability in Mathematics.,MCQ,Remember,4.44,1.87,0.04,Medium
Q2846,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,MCQ,Remember,5.2,0.97,0.73,Medium
Q2847,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,MCQ,Remember,5.19,2.07,0.45,Medium
Q2848,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Numerical,Apply,4.11,1.9,-0.02,Medium
Q2849,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,Numerical,Apply,6.16,1.66,0.88,Medium
Q2850,Biology,Ecology,Explain the concept of Ecology in Biology.,Short Answer,Evaluate,8.53,1.0,0.04,Easy
Q2851,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Short Answer,Apply,6.17,0.64,0.15,Medium
Q2852,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Long Answer,Understand,4.95,1.13,-0.16,Medium
Q2853,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Long Answer,Evaluate,5.85,2.44,-0.1,Medium
Q2854,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Numerical,Remember,4.4,1.61,0.63,Medium
Q2855,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Remember,6.65,1.79,-0.12,Medium
Q2856,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,Short Answer,Remember,5.94,2.17,0.73,Medium
Q2857,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,MCQ,Remember,9.28,1.95,0.89,Easy
Q2858,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Short Answer,Remember,7.22,0.84,0.31,Easy
Q2859,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Understand,6.65,1.08,0.42,Medium
Q2860,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Numerical,Remember,5.03,1.53,0.32,Medium
Q2861,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,MCQ,Remember,5.66,1.86,0.49,Medium
Q2862,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,MCQ,Remember,7.36,1.83,0.37,Easy
Q2863,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Short Answer,Evaluate,5.37,2.02,0.78,Medium
Q2864,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Numerical,Understand,4.4,1.03,-0.14,Medium
Q2865,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Short Answer,Apply,5.25,2.17,0.05,Medium
Q2866,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Short Answer,Understand,6.62,1.4,0.72,Medium
Q2867,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Numerical,Remember,10.0,1.99,0.32,Easy
Q2868,Biology,Ecology,Analyze the principles of Ecology in Biology.,Numerical,Remember,7.51,1.4,-0.06,Easy
Q2869,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,MCQ,Analyze,2.38,1.02,0.35,Hard
Q2870,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Remember,8.51,0.2,-0.05,Easy
Q2871,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,MCQ,Evaluate,2.75,1.54,0.0,Hard
Q2872,Biology,Ecology,Explain the concept of Ecology in Biology.,Short Answer,Remember,9.85,0.95,0.6,Easy
Q2873,Biology,Genetics,Analyze the principles of Genetics in Biology.,Long Answer,Remember,5.35,2.49,0.23,Medium
Q2874,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Numerical,Analyze,8.97,0.84,0.34,Easy
Q2875,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Long Answer,Apply,5.6,1.41,0.49,Medium
Q2876,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Short Answer,Evaluate,5.48,1.69,0.82,Medium
Q2877,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Numerical,Evaluate,7.91,1.89,0.02,Easy
Q2878,Biology,Evolution,Explain the concept of Evolution in Biology.,MCQ,Understand,6.25,0.71,-0.01,Medium
Q2879,Physics,Mechanics,Explain the concept of Mechanics in Physics.,MCQ,Analyze,3.84,0.91,-0.02,Hard
Q2880,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,Numerical,Remember,7.23,1.19,-0.02,Easy
Q2881,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,MCQ,Remember,6.16,1.36,0.87,Medium
Q2882,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Numerical,Remember,4.44,1.33,0.43,Medium
Q2883,Biology,Evolution,Solve a problem related to Evolution in Biology.,Long Answer,Apply,6.21,1.58,0.48,Medium
Q2884,Biology,Ecology,Solve a problem related to Ecology in Biology.,Numerical,Analyze,6.87,0.54,-0.1,Medium
Q2885,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,MCQ,Understand,8.33,1.96,0.86,Easy
Q2886,Biology,Ecology,Analyze the principles of Ecology in Biology.,Long Answer,Understand,9.62,1.7,0.67,Easy
Q2887,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,MCQ,Evaluate,4.76,1.1,0.36,Medium
Q2888,Biology,Ecology,Solve a problem related to Ecology in Biology.,Long Answer,Evaluate,7.73,1.3,0.32,Easy
Q2889,Physics,Optics,Explain the concept of Optics in Physics.,Long Answer,Remember,6.72,2.17,0.65,Medium
Q2890,Biology,Genetics,Analyze the principles of Genetics in Biology.,Numerical,Understand,7.95,1.25,0.1,Easy
Q2891,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Long Answer,Understand,3.08,1.62,0.32,Hard
Q2892,Physics,Optics,Apply the theory of Optics in practical scenarios.,Long Answer,Understand,3.71,1.05,0.86,Hard
Q2893,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Numerical,Evaluate,6.88,1.24,0.88,Medium
Q2894,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Numerical,Remember,7.32,1.43,-0.19,Easy
Q2895,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Long Answer,Understand,6.08,2.82,0.76,Medium
Q2896,Biology,Ecology,Explain the concept of Ecology in Biology.,MCQ,Understand,6.5,1.21,0.55,Medium
Q2897,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,Short Answer,Remember,6.87,1.58,0.71,Medium
Q2898,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,Short Answer,Understand,5.93,1.21,0.24,Medium
Q2899,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,Short Answer,Understand,5.04,0.56,0.22,Medium
Q2900,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Long Answer,Analyze,6.71,1.47,-0.1,Medium
Q2901,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,MCQ,Evaluate,5.92,1.91,0.49,Medium
Q2902,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Numerical,Apply,5.1,2.03,0.27,Medium
Q2903,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Long Answer,Evaluate,2.49,0.87,0.82,Hard
Q2904,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,MCQ,Remember,5.66,1.03,-0.09,Medium
Q2905,Physics,Optics,Apply the theory of Optics in practical scenarios.,MCQ,Remember,3.97,1.67,0.37,Hard
Q2906,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,MCQ,Apply,5.64,2.51,0.88,Medium
Q2907,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Short Answer,Evaluate,5.33,1.94,-0.15,Medium
Q2908,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,Numerical,Remember,5.59,1.59,0.9,Medium
Q2909,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Long Answer,Analyze,7.76,1.03,0.8,Easy
Q2910,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,Numerical,Apply,6.56,1.41,0.14,Medium
Q2911,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,MCQ,Remember,6.56,2.42,0.33,Medium
Q2912,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Short Answer,Analyze,7.46,1.01,0.01,Easy
Q2913,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,MCQ,Understand,2.77,1.67,0.85,Hard
Q2914,Biology,Evolution,Explain the concept of Evolution in Biology.,Long Answer,Apply,5.01,0.76,0.06,Medium
Q2915,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Numerical,Remember,8.17,1.49,0.58,Easy
Q2916,Physics,Optics,Explain the concept of Optics in Physics.,Long Answer,Remember,4.35,1.58,0.56,Medium
Q2917,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Long Answer,Evaluate,6.93,1.23,0.08,Medium
Q2918,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,MCQ,Understand,2.38,1.0,0.74,Hard
Q2919,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,MCQ,Remember,6.36,0.98,-0.04,Medium
Q2920,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Long Answer,Remember,7.11,1.64,0.28,Easy
Q2921,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,MCQ,Evaluate,7.58,1.49,0.37,Easy
Q2922,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Short Answer,Evaluate,10.0,1.29,0.56,Easy
Q2923,Physics,Optics,Apply the theory of Optics in practical scenarios.,Short Answer,Understand,4.49,1.44,0.66,Medium
Q2924,Mathematics,Linear Algebra,Evaluate the impact of Linear Algebra in Mathematics.,Short Answer,Evaluate,4.38,1.38,0.5,Medium
Q2925,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Apply,5.06,2.06,0.46,Medium
Q2926,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Numerical,Analyze,2.75,2.14,0.79,Hard
Q2927,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Long Answer,Apply,0.0,1.65,0.9,Hard
Q2928,Biology,Evolution,Analyze the principles of Evolution in Biology.,MCQ,Remember,3.34,1.49,0.36,Hard
